NOMBRE_ASOCIACION,NUMERO_LISTA,TIPO_CANDIDATURA_PROP,NOMBRE_PROPIETARIO,NOMBRE_SUPLENTE,CIRCUNSCRIPCION_ELECCION,SEXO_PROP,SEXO_SUP
PARTIDO VERDE ECOLOGISTA DE MÉXICO,35,DIPUTADO FEDERAL RP,GARCIA HERNANDEZ VICTOR,SANCHEZ ALEJANDRO ARTEMIO,III,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,36,DIPUTADO FEDERAL RP,AGUILAR SAMOS DANNA PAULINA,FERNANDEZ CAPPELLESSO PAULINA,III,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,37,DIPUTADO FEDERAL RP,CORREA GONZALEZ USIA,CORREA GONZALEZ AHIEZER,III,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,38,DIPUTADO FEDERAL RP,SANTOS CRUZ YOLANDA,SANTOS SALINAS DEYLA BELEN,III,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,39,DIPUTADO FEDERAL RP,LOPEZ MARTINEZ REYNALDO,CHAVEZ ALLENDE ANDRES,III,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,40,DIPUTADO FEDERAL RP,CORREA GONZALEZ LADYBEL,HERNANDEZ GOMEZ ISELA,III,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,1,DIPUTADO FEDERAL RP,ESCOBAR Y VEGA ARTURO,JIMENEZ SANTOS OMAR SESAI,IV,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,2,DIPUTADO FEDERAL RP,FERNANDEZ CRUZ NAYELI ARLEN,BRUNT GONZALEZ VERONICA GUADALUPE,IV,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,3,DIPUTADO FEDERAL RP,FLORES RAMIREZ JUAN GERARDO,OROZCO GOMEZ JAVIER,IV,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,4,DIPUTADO FEDERAL RP,BLASQUEZ MARTINEZ ROBERTA FERNANDA,VEGA HERNANDEZ SARA GUADALUPE,IV,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,5,DIPUTADO FEDERAL RP,DE LA MORA TORREBLANCA MARCO ANTONIO,CARCOBA RICCO SANTIAGO,IV,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,6,DIPUTADO FEDERAL RP,DAMIAN ORTIZ SONIA EVANGELINA,BALLESTEROS CAMERONI DANIELA,IV,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,7,DIPUTADO FEDERAL RP,OROZCO BEDOLLA MARIO ALBERTO,HURTADO DELGADO RAUL,IV,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,8,DIPUTADO FEDERAL RP,RAMIREZ PEÑAFORT PAMMELA XIMENA,MENDOZA CARMONA PATRICIA,IV,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,9,DIPUTADO FEDERAL RP,HERNANDEZ ALVARADO URIEL,ZAMORA UGALDE TOMAS ANGEL,IV,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,10,DIPUTADO FEDERAL RP,PEREZ CALDERON LUZ BERTHITA,HERNANDEZ CESAR CLARA,IV,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,11,DIPUTADO FEDERAL RP,GALEANA REYES ADALBERTO,GALEANA TOLEDO ALAIN,IV,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,12,DIPUTADO FEDERAL RP,ADAME CORREA ADRIANA,BELLO MANZANO LAURA,IV,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,13,DIPUTADO FEDERAL RP,PEREZ SALAZAR MARCO ANTONIO,ROJAS MONDRAGON ALFREDO,IV,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,14,DIPUTADO FEDERAL RP,FONSECA HERNANDEZ JESSICA VANESA,LOPEZ SILVA MARIA CECILIA,IV,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,15,DIPUTADO FEDERAL RP,JUAN ACOSTA MARCO ANTONIO,ARIZA VAZQUEZ MARIO ALBERTO,IV,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,16,DIPUTADO FEDERAL RP,HURTADO MENDOZA ALMA EDITH,HERNANDEZ MENDOZA MARTHA,IV,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,17,DIPUTADO FEDERAL RP,LOJERO VAZQUEZ ANTONIO JOSE,VAZQUEZ MOZO EDMUNDO RAFAEL,IV,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,18,DIPUTADO FEDERAL RP,BAUTISTA LOPEZ MARIA FERNANDA,LOPEZ DECAEN MARIA ELISA,IV,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,19,DIPUTADO FEDERAL RP,GARDUÑO REYES ARMANDO,RIVERA RAMIREZ RAUL ANTONIO,IV,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,20,DIPUTADO FEDERAL RP,VALDESPINO MOJICA GABRIELA GUADALUPE,PACHECO VILLEGAS ANA MARIA,IV,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,21,DIPUTADO FEDERAL RP,RAMOS GONZALEZ VICENTE,SILVA ACEVEDO ROGIERO JORGE,IV,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,22,DIPUTADO FEDERAL RP,CABALLERO MORA CAROLINA,LOPEZ SILVA ELIA ALMA,IV,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,23,DIPUTADO FEDERAL RP,CEDILLO CASTAÑEDA BENJAMIN,REYES HERNANDEZ EFREN,IV,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,24,DIPUTADO FEDERAL RP,CASTREJÓN GILES ERENDIRA ZUZETT,PEREZ MENDOZA ADRIANA,IV,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,25,DIPUTADO FEDERAL RP,LIMA GARZA FRANCISCO,TOBON FLORES JONATHAN,IV,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,26,DIPUTADO FEDERAL RP,FLORES ARROYO ADRIANA,LOPEZ SILVA MARIA SOFIA,IV,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,27,DIPUTADO FEDERAL RP,SALINAS JAIMES GERARDO DANIEL,GARCIA PEREZ ALAN GABRIEL,IV,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,28,DIPUTADO FEDERAL RP,LINARES GÓMEZ JULIA,RANGEL COLIN ALFONSINA,IV,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,29,DIPUTADO FEDERAL RP,PUIG RAMIREZ ROBERTO EDUARDO,SILVA DELGADO SERGIO ROBERTO,IV,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,30,DIPUTADO FEDERAL RP,HERNANDEZ VELEZ GETSEMANI,NAVA CERVANTES ANA LILIA,IV,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,31,DIPUTADO FEDERAL RP,VAZQUEZ BAILON IOEL,DIONICIO CERON LUIS ALBERTO,IV,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,32,DIPUTADO FEDERAL RP,BAUTISTA LOPEZ MARIA ALEJANDRA,PACHECO ALONSO JOYCE ALICIA,IV,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,33,DIPUTADO FEDERAL RP,GALINDO OROZCO OSCAR EMMANUEL,BARRIOS AGUILAR FELIPE,IV,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,34,DIPUTADO FEDERAL RP,LEAL GRANDEÑO INES,MACIEL MOYORIDO MARGARITA,IV,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,35,DIPUTADO FEDERAL RP,PEREZ CABRERA JAIRO SALVADOR,VELEZ DE JESUS GONZALO,IV,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,36,DIPUTADO FEDERAL RP,ORTIZ SANCHEZ JOCELYN KAREN,SANCHEZ BARRETO KARLA PATRICIA,IV,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,37,DIPUTADO FEDERAL RP,BAZAN GONZALEZ JOSUE ISAI,MEDINA MENESES CHRISTIAN JESUS,IV,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,38,DIPUTADO FEDERAL RP,TECPA TECPA KARINA,FLORES DE LA TRINIDAD MARIA GUADALUPE,IV,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,39,DIPUTADO FEDERAL RP,PEREZ MUNGUIA JUAN DANIEL,BARREDA MORALES JOSE DANIEL,IV,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,40,DIPUTADO FEDERAL RP,CABRAL FRANCO KORYNNA HELEN,CASANOVA CANTE LUCILA,IV,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,1,DIPUTADO FEDERAL RP,GOMEZ ORDAZ LETICIA MARIANA,RAMIREZ BRAVO MARTHA,V,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,2,DIPUTADO FEDERAL RP,ALCANTARA NUÑEZ JESUS SERGIO,DANEL VILLAREAL FERNANDO,V,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,3,DIPUTADO FEDERAL RP,GUERRERO RUBIO PILAR,LIMONES MARTINEZ ELIZABETH,V,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,4,DIPUTADO FEDERAL RP,GARIBAY PALOMINO FERNANDO,RAMOS FRANCO JAVIER,V,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,5,DIPUTADO FEDERAL RP,POUMIAN GONZALEZ ROMINA,SONTOYA MULLER ASTRID,V,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,6,DIPUTADO FEDERAL RP,TREJO TREJO MARX,OSNAYA GONZALEZ JORGE,V,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,7,DIPUTADO FEDERAL RP,ALIPIO MENDOZA BRENDA,CORTÉS BRAVO CUTZIH PAOLA,V,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,8,DIPUTADO FEDERAL RP,GARCIA FARIAS MANUEL,VALLEJO LARIOS GERMAN,V,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,9,DIPUTADO FEDERAL RP,URZUA GARCIA LUISA MARIA,FERNANDEZ NUÑEZ ANGELICA,V,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,10,DIPUTADO FEDERAL RP,ESCOBEDO DONIZ JONATHAN,REYES CERVANTES ALEJANDRO,V,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,11,DIPUTADO FEDERAL RP,AGUILAR ALARCON MARIA DE LA LUZ,PORTILLO ALBARRAN NORMA LETICIA,V,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,12,DIPUTADO FEDERAL RP,ALVARADO FERNANDEZ ANDRES,ACOSTA PALOMARES GUSTAVO,V,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,13,DIPUTADO FEDERAL RP,RODRIGUEZ HERNANDEZ REGINA GUADALUPE,VILLEDA URRUTIA CINTHYA ABIGAIL,V,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,14,DIPUTADO FEDERAL RP,MIRELES MORENO JOSE ALFREDO,LOPEZ QUIROZ AARON ODIN,V,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,15,DIPUTADO FEDERAL RP,CASANOVA PACHUCA EVANGELINA,HERNANDEZ BECERRIL FRANCELIA,V,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,16,DIPUTADO FEDERAL RP,CASTRO ZUPPA DAVID IVAN,ROMERO MORALES JOSE MEINARDO,V,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,17,DIPUTADO FEDERAL RP,CASTELLANOS NAVARRO FLORENCIA MINERVA,GUTIERREZ PEREZ MARIA DEL PILAR,V,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,18,DIPUTADO FEDERAL RP,CHAVEZ CASTORENA RAMON,GONZALEZ CONTRERAS DIONISIO,V,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,19,DIPUTADO FEDERAL RP,OLVERA MENDOZA GUADALUPE BELEM,GONZALEZ CUADROS JUDITH,V,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,20,DIPUTADO FEDERAL RP,GARCIA GONZALEZ HECTOR ENRIQUE,VALLE VALERIANO JOSHUA TLATOANI,V,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,21,DIPUTADO FEDERAL RP,CEDEÑO HUAPE ANA LAURA,CHAVEZ OCHOA ANDREA,V,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,22,DIPUTADO FEDERAL RP,RANGEL TURON FRANCISCO HUMBERTO,FRIAS DIAZ FELIPE DE JESUS,V,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,23,DIPUTADO FEDERAL RP,CANCELADO,VILLEDA URRUTIA DULCE DANIA,V,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,24,DIPUTADO FEDERAL RP,GARCIA VAZQUEZ ANDRES,RUIZ ORTEGA HUMBERTO,V,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,25,DIPUTADO FEDERAL RP,CORTES HUERTA YAZMIN,CORTES HUERTA NAYELI,V,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,26,DIPUTADO FEDERAL RP,GOMEZ MEDEL LUIS ELRICH,ALONSO ALONSO ARTEMIO,V,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,27,DIPUTADO FEDERAL RP,DAVILA GONZALEZ FATIMA,PEREZ MARTINEZ VERONICA,V,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,28,DIPUTADO FEDERAL RP,GUTIERREZ LOPEZ ROBERTO,VELASCO VAZQUEZ CARMELO,V,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,29,DIPUTADO FEDERAL RP,GARCIA ESPINOSA PAULINA,ALANIS GOMEZ MARTHA CITLALLI,V,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,30,DIPUTADO FEDERAL RP,GUZMAN DE LLANO RODRIGO,MATA GONZALEZ JORGE MANUEL,V,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,31,DIPUTADO FEDERAL RP,GONZALEZ CUADROS PAULINA,JIMENEZ CAMACHO TERESA CATALINA,V,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,32,DIPUTADO FEDERAL RP,HERNANDEZ AVELINO JOSE SEBASTIAN,GONZALEZ FRANCO MARCO ANTONIO,V,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,33,DIPUTADO FEDERAL RP,GUTIERREZ LOPEZ ANA KAREN NATHALY,ROQUE SANCHEZ MARIA DEL CARMEN,V,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,34,DIPUTADO FEDERAL RP,SERVIN CEJA JOEL SALVADOR,BARRIGA ARIAS MARCO ANTONIO,V,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,35,DIPUTADO FEDERAL RP,PACHECO NERI ILSE VERENICE,GUZMAN LANDEROS ESTEFANIA NEFTALI,V,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,36,DIPUTADO FEDERAL RP,LOPEZ BALCAZAR JOSE ANTONIO,SUAREZ DELGADO EVERARDO,V,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,37,DIPUTADO FEDERAL RP,LARA REYNOSO MARIELA MARIBEL,MENDOZA HERNANDEZ MARIA DEL PILAR,V,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,38,DIPUTADO FEDERAL RP,LUNA RAMIREZ MARCO RAUL,AYALA ARELLANO MARIO ALBERTO,V,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,39,DIPUTADO FEDERAL RP,MAYA HERNANDEZ IVON MONSERRAT,PONCE HERNANDEZ MARIA GUADALUPE,V,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,40,DIPUTADO FEDERAL RP,MAGAÑA TORRES JESUS IGNACIO,VARGAS TREJO RICARDO,V,H,H
MOVIMIENTO CIUDADANO,1,DIPUTADO FEDERAL RP,BRAVO PADILLA ITZCOATL TONATIUH,MEDINA TORRES ENRIQUE ISRAEL,I,H,H
MOVIMIENTO CIUDADANO,2,DIPUTADO FEDERAL RP,ZAMUDIO MACIAS MARTHA ANGELICA,MURGUIA PUGA MICHELLE ESTEFANIA,I,M,M
MOVIMIENTO CIUDADANO,3,DIPUTADO FEDERAL RP,GARCIA LARA JORGE ALCIBIADES,MEJIA IBAÑEZ DIEGO,I,H,H
MOVIMIENTO CIUDADANO,4,DIPUTADO FEDERAL RP,GONZALEZ ANAYA MARIA LIBIER,MARTINEZ COSIO ELVIA YOLANDA,I,M,M
MOVIMIENTO CIUDADANO,5,DIPUTADO FEDERAL RP,RUSSO SALIDO JORGE EUGENIO,ESQUER ESCOBAR JOSE EDUARDO,I,H,H
MOVIMIENTO CIUDADANO,6,DIPUTADO FEDERAL RP,RIZO DE LA TORRE ABIGAIL,CORONA GARCIA DENISSE,I,M,M
MOVIMIENTO CIUDADANO,7,DIPUTADO FEDERAL RP,PRECIADO LOPEZ ALAIN FERNANDO,MARTINEZ RAMIREZ LUIS GABRIEL,I,H,H
MOVIMIENTO CIUDADANO,8,DIPUTADO FEDERAL RP,DE LAMADRID TELLEZ LUISA YESSICA,GAMBOA LOPEZ BENEDICTA,I,M,M
MOVIMIENTO CIUDADANO,9,DIPUTADO FEDERAL RP,RAMIREZ RAMIREZ RAUL ARTURO,BERBER CALDERON MIGUEL RICARDO,I,H,H
MOVIMIENTO CIUDADANO,10,DIPUTADO FEDERAL RP,ARCADIA DELGADO MONICA NAYELI,ALFARO ZAPIEN VENUS LILIANA,I,M,M
MOVIMIENTO CIUDADANO,11,DIPUTADO FEDERAL RP,GARCIA ALMAGUER HAMLET,GARCIA CEJA BARZILAI EMANUEL,I,H,H
MOVIMIENTO CIUDADANO,12,DIPUTADO FEDERAL RP,CALDERON GUILLEN MARINA MANUELA,PRIETO RAMIREZ ANA PAOLA,I,M,M
MOVIMIENTO CIUDADANO,13,DIPUTADO FEDERAL RP,SAÚL GUAKIL DAVID,CONTRERAS MARTINEZ CARLOS,I,H,H
MOVIMIENTO CIUDADANO,14,DIPUTADO FEDERAL RP,ACEVES SANCHEZ CELSA XIMENA,ESPINOZA SAHAGUN LUZ ADELA,I,M,M
MOVIMIENTO CIUDADANO,15,DIPUTADO FEDERAL RP,ARROYO GONZALEZ CHRISTIAN ALFONSO,ZARATE VAZQUEZ DANIEL ALEJANDRO,I,H,H
MOVIMIENTO CIUDADANO,16,DIPUTADO FEDERAL RP,REYES OLIVARES SUSANA OLIVIA,MALDONADO RODRIGUEZ ELIZABETH ALEJANDRA,I,M,M
MOVIMIENTO CIUDADANO,17,DIPUTADO FEDERAL RP,MARTIN GARCIA JUAN DIEGO,TORIBIO CONTRERAS SAULO,I,H,H
MOVIMIENTO CIUDADANO,18,DIPUTADO FEDERAL RP,ENCINAS GONZALEZ BERTHA LUCIA,SILVA VALENCIA YISEL MARIA,I,M,M
MOVIMIENTO CIUDADANO,19,DIPUTADO FEDERAL RP,GOMEZ VIDAL JAVIER ALEJANDRO,MARTINEZ SOLIS OMAR SEBASTIAN,I,H,H
MOVIMIENTO CIUDADANO,20,DIPUTADO FEDERAL RP,GONZALEZ SOLIS DOLLY ARIANA,RORIGUEZ CANO ISELA,I,M,M
MOVIMIENTO CIUDADANO,21,DIPUTADO FEDERAL RP,WILLIS ALCANTAR PABLO JESUS,ROMERO MARQUEZ HIRIAM OMAR,I,H,H
MOVIMIENTO CIUDADANO,22,DIPUTADO FEDERAL RP,CANCELADO,RUIZ CANAAN MARIA SOLEDAD,I,M,M
MOVIMIENTO CIUDADANO,23,DIPUTADO FEDERAL RP,REYNOSO OCHOA JOHAN JAVIER,ACOSTA LAZO FRANCISCO JAVIER,I,H,H
MOVIMIENTO CIUDADANO,24,DIPUTADO FEDERAL RP,JIMENEZ LEON MARIA DEL CARMEN,GOMEZ VALENCIA PAOLA IVETHE,I,M,M
MOVIMIENTO CIUDADANO,25,DIPUTADO FEDERAL RP,ACUÑA MILLAN ANTONIO,MORALES ACOSTA DANIEL MARTIN,I,H,H
MOVIMIENTO CIUDADANO,26,DIPUTADO FEDERAL RP,FIGUEROA PEREZ CARMEN FABIOLA,VARELA PACHECO ROSA MARIA,I,M,M
MOVIMIENTO CIUDADANO,27,DIPUTADO FEDERAL RP,HERNANDEZ MOLINA GONZALO,RODRIGUEZ MEZA RODOLFO ANTONIO,I,H,H
MOVIMIENTO CIUDADANO,28,DIPUTADO FEDERAL RP,RAZCON GALAZ SILVIA,GONZALEZ MANJARREZ LINDA JOSHIANNE,I,M,M
MOVIMIENTO CIUDADANO,29,DIPUTADO FEDERAL RP,GUTIERREZ LOPEZ HECTOR FABIAN,SIMENTAL MARTINEZ HECTOR,I,H,H
MOVIMIENTO CIUDADANO,30,DIPUTADO FEDERAL RP,VERDUGA PALENCIA MARIANA ISABEL,CASAS CASAS MARCELA,I,M,M
MOVIMIENTO CIUDADANO,31,DIPUTADO FEDERAL RP,DIAZ RUIZ BRUNO,CHAVEZ MENDEZ OMAR,I,H,H
MOVIMIENTO CIUDADANO,32,DIPUTADO FEDERAL RP,OLIVAREZ CELIS LAURA MONICA,AGUIRRE VALDEZ MARIA ELIZABETH,I,M,M
MOVIMIENTO CIUDADANO,1,DIPUTADO FEDERAL RP,LOZANO MAC DONALD MARIA DEL PILAR,GUTIERREZ TAVARES MAXIMINA,II,M,M
MOVIMIENTO CIUDADANO,2,DIPUTADO FEDERAL RP,BASAVE ALANIS AGUSTIN CARLOS,MANCILLA CASTRO ROBERTO GUSTAVO,II,H,H
MOVIMIENTO CIUDADANO,3,DIPUTADO FEDERAL RP,DAVILA GOMEZ MONICA,PIMENTEL RAMIREZ LAURA PATRICIA,II,M,M
MOVIMIENTO CIUDADANO,4,DIPUTADO FEDERAL RP,GOMEZ DE LARA J GUADALUPE,RODRIGUEZ CAMPOS J GUADALUPE,II,H,H
MOVIMIENTO CIUDADANO,5,DIPUTADO FEDERAL RP,GANEM RIVAS ALICIA SOFIA,LOPEZ RUBIO SOCORRO NOHEMI,II,M,M
MOVIMIENTO CIUDADANO,6,DIPUTADO FEDERAL RP,DELGADO VENTURA PABLO GIL,OROZCO DE LA TORRE SERGIO GERARDO,II,H,H
MOVIMIENTO CIUDADANO,7,DIPUTADO FEDERAL RP,SAUCEDA PEREZ ARACELY,VIDALES GONZALEZ MARIA MAGNOLIA,II,M,M
MOVIMIENTO CIUDADANO,8,DIPUTADO FEDERAL RP,RODRIGUEZ RODRIGUEZ RICARDO ANTONIO,EURESTI VARGAS JESUS GUADALUPE,II,H,H
MOVIMIENTO CIUDADANO,9,DIPUTADO FEDERAL RP,CANCELADO,QUEVEDO ALVAREZ MARIA ESTHER,II,M,M
MOVIMIENTO CIUDADANO,10,DIPUTADO FEDERAL RP,QUEVEDO ALVAREZ JOSE ALBERTO,GARCIA CALDERON ALAIN ABDEL,II,H,H
MOVIMIENTO CIUDADANO,11,DIPUTADO FEDERAL RP,CANCELADO,CENTENO ALBARES ROSELIA,II,M,M
MOVIMIENTO CIUDADANO,12,DIPUTADO FEDERAL RP,ADAME OCHOA ROBERTO EDUARDO,HERNANDEZ ORTEGA JULIO ALBERTO,II,H,H
MOVIMIENTO CIUDADANO,13,DIPUTADO FEDERAL RP,UGALDE GUERRERO CAROLINA DEL CARMEN,RUVALCABA ALVAREZ STEPHANIA,II,M,M
MOVIMIENTO CIUDADANO,14,DIPUTADO FEDERAL RP,OROZCO VILLANUEVA JULIO CESAR,PEREZ ROSALES MARIO,II,H,H
MOVIMIENTO CIUDADANO,15,DIPUTADO FEDERAL RP,OLGUIN DE LEON MA YOLANDA,VELAZQUEZ GONZALEZ ZAYRA SELENE,II,M,M
MOVIMIENTO CIUDADANO,16,DIPUTADO FEDERAL RP,MOJICA SOLORZANO CRISTIAN,GONZALEZ SERRANO FRANCISCO JAVIER,II,H,H
MOVIMIENTO CIUDADANO,17,DIPUTADO FEDERAL RP,RIVERA HERNANDEZ MA CARMEN,SILLER PEREZ MARIA ELENA,II,M,M
MOVIMIENTO CIUDADANO,18,DIPUTADO FEDERAL RP,MALDONADO RODRIGUEZ GUSTAVO,FLOREAN AGUAYO EDWIN ALEJANDRO,II,H,H
MOVIMIENTO CIUDADANO,19,DIPUTADO FEDERAL RP,RUIZ ALMANZA ELBA CRISTINA,MUÑOZ RODRIGUEZ BLANCA IDALIA,II,M,M
MOVIMIENTO CIUDADANO,20,DIPUTADO FEDERAL RP,ZAPATA ORTIZ LUIS ALBERTO,OJEDA MARTELL JOSE REFUGIO,II,H,H
MOVIMIENTO CIUDADANO,21,DIPUTADO FEDERAL RP,HERVERT GOYTORTUA JEANETT,GARCIA SANCHEZ JANET ESMERALDA,II,M,M
MOVIMIENTO CIUDADANO,22,DIPUTADO FEDERAL RP,TREVIÑO LUNA ANDRES,DIAZ INFANTE AGUILAR JOSE MARIO,II,H,H
MOVIMIENTO CIUDADANO,23,DIPUTADO FEDERAL RP,GARCIA ESPARZA PATRICIA,RODRIGUEZ DAVILA ROSALIA,II,M,M
MOVIMIENTO CIUDADANO,24,DIPUTADO FEDERAL RP,LEIVA RODRIGUEZ HUGO ALONSO,PERALES AGUILAR EDUARDO MARTIN,II,H,H
MOVIMIENTO CIUDADANO,25,DIPUTADO FEDERAL RP,IBARRA RODRIGUEZ CARMEN ADRIANA,FRAUSTO DAVILA XOCHILTL DE JESUS,II,M,M
MOVIMIENTO CIUDADANO,26,DIPUTADO FEDERAL RP,MORALES GARCIA JAVIER,SANTANA GARCIA FLAVIO ALBERTO,II,H,H
MOVIMIENTO CIUDADANO,27,DIPUTADO FEDERAL RP,GARZA GUERRA CAROLINA MARIA,GASCA DE LEON ARANTXA,II,M,M
MOVIMIENTO CIUDADANO,28,DIPUTADO FEDERAL RP,ORTIZ TREJO VICTOR HUGO,SANCHEZ MELGAREJO JUAN CARLOS,II,H,H
MOVIMIENTO CIUDADANO,29,DIPUTADO FEDERAL RP,MEDINA HERRERA HAYDEE DEL CARMEN,CABRAL ESPINO DIANA PAOLA,II,M,M
MOVIMIENTO CIUDADANO,30,DIPUTADO FEDERAL RP,AGUILAR MEDINA JESUS GUSTAVO,GALLEGOS LUEVANO NICOLAS ALEJANDRO,II,H,H
MOVIMIENTO CIUDADANO,31,DIPUTADO FEDERAL RP,FRAUSTO DAVILA FANNY VIVIANA,GUZMAN PARTIDA CLAUDIA LUCIA,II,M,M
MOVIMIENTO CIUDADANO,32,DIPUTADO FEDERAL RP,LARA NORIEGA ALBERTO,MEJIA MEJIA ABIMAEL,II,H,H
MOVIMIENTO CIUDADANO,33,DIPUTADO FEDERAL RP,ORTIZ GONZALEZ ALMA ROSA,CASTRO HERNANDEZ YESSENIA BERENICE,II,M,M
MOVIMIENTO CIUDADANO,34,DIPUTADO FEDERAL RP,ELIZARRARAS VASQUEZ JOSE GERARDO,JOVER NAVARRO JUAN JOSE,II,H,H
MOVIMIENTO CIUDADANO,35,DIPUTADO FEDERAL RP,BAZAN VILLARREAL GLORIA IVETTE,GONZALEZ ARENAS ANA ROSA,II,M,M
MOVIMIENTO CIUDADANO,36,DIPUTADO FEDERAL RP,GARNICA LANDIN JOSE DE JESUS,CASTRO MENDOZA JUAN MARTIN,II,H,H
MOVIMIENTO CIUDADANO,37,DIPUTADO FEDERAL RP,PEREZ GONZALEZ SAIRETH CAROLINA,CENTENO TORRES FRIDA ESTEFANIA,II,M,M
