ESTADO_ELECCION,NOMBRE_ASOCIACION,TIPO_CANDIDATURA_PROP,NOMBRE_PROPIETARIO,NOMBRE_SUP,DISTRITO_ELECCION,SEXO_PROP,SEXO_SUP
PUEBLA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,ZAMBRANO PEREZ MARCO ISRAEL,COCA BARRAGAN VICTOR MANUEL,12-HEROICA PUEBLA DE ZARAGOZA,H,H
PUEBLA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,ALCALA BAEZ NORMA SELIDETH,GARCÍA GARCÉS ELIZABETH,13-ATLIXCO,M,M
PUEBLA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,NIETO LOPEZ ANTONIA LOURDES,AGUILAR CARIÑO GEORGINA,14-ACATLAN DE OSORIO,M,M
PUEBLA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,GARRIDO VAZQUEZ MA DE LOURDES,LOPEZ RAMIREZ GUDELIA,15-TEHUACAN,M,M
QUERETARO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,RUBIO CHAVEZ JOSE IGNACIO ALBERTO,MORALES HUERTA EMILIANO,1-CADEREYTA DE MONTES,H,H
QUERETARO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,HERRERA MEZA MELISSA ARYANNEE,RUIZ BAHENA GABRIELA,2-SAN JUAN DEL RIO,M,M
QUERETARO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,DE LA TORRE DELGADO FRANCISCO JAVIER,GONZALEZ TREJO MIGUEL ANGEL,3-SANTIAGO DE QUERETARO,H,H
QUERETARO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,VILLARREAL CAMPUZANO SHEILA GUADALUPE,SALAZAR LICEA MARIELA JOCELYN,4-SANTIAGO DE QUERETARO,M,M
QUERETARO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,GUEVARA SANDOVAL J. JESUS,MAGAÑA FIGUEROA MARCO ANTONIO,5-EL PUEBLITO,H,H
TABASCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,RODRIGUEZ PEREZ JOAQUIN,CRUZ MARTINEZ PEDRO FRANCISCO,1-MACUSPANA,H,H
TABASCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,LOPEZ PERALTA MARCO ANTONIO,LOPEZ INTERIANO GRAUDENCIO,2-HEROICA CARDENAS,H,H
TABASCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,SANCHEZ RENDON VLADIMIR ABISAI,CORDOVA CARRILLO RENAN,3-COMALCALCO,H,H
TABASCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,SALAZAR GARCIA XIMENA,NOGUEIRAS BUENO BETTY,4-VILLAHERMOSA,M,M
TABASCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,SANCHEZ ALVAREZ ALONSO,CORDOVA BERNARDO OSCAR,5-PARAISO,H,H
TABASCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,RAMOS PATIÑO LOURDES DEL CARMEN,MOLINA SALGADO BLANCA LUZ,6-VILLAHERMOSA,M,M
TAMAULIPAS,NUEVA ALIANZA,DIPUTADO FEDERAL MR,GARCIA LOPEZ MARTHA PATRICIA,SEGURA ORTEGA ILSE JACQUELINE,1-NUEVO LAREDO,M,M
TAMAULIPAS,NUEVA ALIANZA,DIPUTADO FEDERAL MR,DOMINGUEZ MATA EFRAIN GUADALUPE,BALLATO ARENAS RUSBY,2-REYNOSA,H,H
TAMAULIPAS,NUEVA ALIANZA,DIPUTADO FEDERAL MR,ALVAREZ LIMAS ARIANA RUBI,PEÑA CORTEZ MA. GUADALUPE,3-RIO BRAVO,M,M
TAMAULIPAS,NUEVA ALIANZA,DIPUTADO FEDERAL MR,RUIZ PEREZ ULISES,TREVIÑO TREVIÑO JUAN  LUIS,4-H. MATAMOROS,H,H
TAMAULIPAS,NUEVA ALIANZA,DIPUTADO FEDERAL MR,BARRIENTOS TORRES NARCISO,CARDOSO VALDEZ JESUS IVAN,6-CIUDAD MANTE,H,H
TAMAULIPAS,NUEVA ALIANZA,DIPUTADO FEDERAL MR,BARRON BATEMAN GEORGINA CATALINA,PEÑA HERNANDEZ ERICKA GUADALUPE,7-CIUDAD MADERO,M,M
TAMAULIPAS,NUEVA ALIANZA,DIPUTADO FEDERAL MR,BERNAL LEAL REYNA ADRIANA,HERRERA HERNANDEZ MARIA BIBIANA,8-TAMPICO,M,M
TAMAULIPAS,NUEVA ALIANZA,DIPUTADO FEDERAL MR,VASQUEZ OYERVIDES NEREIDA,VILLARREAL CORTEZ MARIA ELENA,9-REYNOSA,M,M
VERACRUZ,NUEVA ALIANZA,DIPUTADO FEDERAL MR,MERAZ RODRIGUEZ SUSANA,HERNANDEZ VALDEZ ANDREA PATRICIA,1-PANUCO,M,M
VERACRUZ,NUEVA ALIANZA,DIPUTADO FEDERAL MR,PEREZ CRUZ ANA GRACIELA,MONTES CRUZ MAGDALENA,2-TANTOYUCA,M,M
VERACRUZ,NUEVA ALIANZA,DIPUTADO FEDERAL MR,PEREZ NUÑEZ YAHAPS VLADIMIR,SALDAÑA BAUTISTA CARLOS,3-TUXPAN DE RODRIGUEZ CANO,H,H
VERACRUZ,NUEVA ALIANZA,DIPUTADO FEDERAL MR,CASTRO GODINEZ ATALIA NATHALY,LOPEZ CORTES XIMENA,4-VERACRUZ,M,M
VERACRUZ,NUEVA ALIANZA,DIPUTADO FEDERAL MR,PEREZ CARDENAS CARLOS ALBERTO,MENDEZ CASTRO LUIS EDUARDO,5-POZA RICA DE HIDALGO,H,H
VERACRUZ,NUEVA ALIANZA,DIPUTADO FEDERAL MR,HERNANDEZ ANDRADE VICTOR MATIAS,VAZQUEZ AGUILAR FRANCISCO JAVIER,6-PAPANTLA DE OLARTE,H,H
VERACRUZ,NUEVA ALIANZA,DIPUTADO FEDERAL MR,PÉREZ VALENZUELA AMPARO,LARA RAMÍREZ SANDRA,7-MARTINEZ DE LA TORRE,M,M
VERACRUZ,NUEVA ALIANZA,DIPUTADO FEDERAL MR,LALOTH BERBER ALEJANDRO,JIMENEZ LOPEZ LUIS FIDEL,8-XALAPA,H,H
VERACRUZ,NUEVA ALIANZA,DIPUTADO FEDERAL MR,NAJERA GARCIA NESTOR OCTAVIO,TLAXCALTECO GONZALEZ FERNANDO,9-COATEPEC,H,H
VERACRUZ,NUEVA ALIANZA,DIPUTADO FEDERAL MR,RIZO RUIZ MARIA DEL CARMEN,MARTINEZ HUESCA KARINA LUISA,10-XALAPA,M,M
VERACRUZ,NUEVA ALIANZA,DIPUTADO FEDERAL MR,REYES ARELLANO SEBASTIAN,GIL LOPEZ NOEL RAHELIN,11-COATZACOALCOS,H,H
VERACRUZ,NUEVA ALIANZA,DIPUTADO FEDERAL MR,RAMIREZ MEDINA ARLETH,SILVA BASULTO BIBIAN,12-VERACRUZ,M,M
VERACRUZ,NUEVA ALIANZA,DIPUTADO FEDERAL MR,HERNANDEZ LOPEZ MARIA MAGDALENA,SALAS SALOMON MARIA DEL PILAR,13-HUATUSCO,M,M
VERACRUZ,NUEVA ALIANZA,DIPUTADO FEDERAL MR,GUTIERREZ ARMENDARIZ PERLA ELISA,DOMINGUEZ RODRIGUEZ ROSALBA,14-MINATITLAN,M,M
VERACRUZ,NUEVA ALIANZA,DIPUTADO FEDERAL MR,ESCAMILLA ESPEJO MARLENE,TORRES GONZALEZ IRMA,15-ORIZABA,M,M
VERACRUZ,NUEVA ALIANZA,DIPUTADO FEDERAL MR,RAMOS HERNANDEZ BENIGNO JULIAN,MAZA TLACHY LUIS ALBERTO,16-CORDOBA,H,H
VERACRUZ,NUEVA ALIANZA,DIPUTADO FEDERAL MR,ABURTO MONTALVO RUTH,SANCHEZ NICANOR YOLANDA,17-COSAMALOAPAN,M,M
VERACRUZ,NUEVA ALIANZA,DIPUTADO FEDERAL MR,LASTRE CRUZ LEANDRO,FERIA LECHUGA JUAN,18-ZONGOLICA,H,H
VERACRUZ,NUEVA ALIANZA,DIPUTADO FEDERAL MR,RUIZ GARCIA ADOLFO,RODRIGUEZ SANTILLAN JOSE NICODEMUS,19-SAN ANDRES TUXTLA,H,H
VERACRUZ,NUEVA ALIANZA,DIPUTADO FEDERAL MR,RODRIGUEZ PEREZ LAZARO,DELGADO DIAZ HENRY,20-COSOLEACAQUE,H,H
HIDALGO,MORENA,DIPUTADO FEDERAL MR,RIVERA CASTILLO FORTUNATO,VELAZQUEZ HERNANDEZ GELACIO,1-HUEJUTLA DE REYES,H,H
HIDALGO,MORENA,DIPUTADO FEDERAL MR,CHARREZ PEDRAZA CIPRIANO,CALLEJAS ROMERO GUSTAVO,2-IXMIQUILPAN,H,H
HIDALGO,MORENA,DIPUTADO FEDERAL MR,OLVERA BAUTISTA SANDRA SIMEY,LOPEZ AYALA CARINA,3-ACTOPAN,M,M
HIDALGO,MORENA,DIPUTADO FEDERAL MR,ALFARO MORALES MARIA ISABEL,LOREDO GONZALES MA GUADALUPE,4-TULANCINGO DE BRAVO,M,M
HIDALGO,MORENA,DIPUTADO FEDERAL MR,ANGELES MENDOZA JULIO CESAR,DURAN GARCIA LUIS EDUARDO,5-TULA DE ALLENDE,H,H
HIDALGO,MORENA,DIPUTADO FEDERAL MR,GARCIA ANAYA LIDIA,RUBIO GONZALEZ MARIA DE LA LUZ,6-PACHUCA DE SOTO,M,M
HIDALGO,MORENA,DIPUTADO FEDERAL MR,TELLEZ INFANTE JANNET,CERVANTES REYES FLORA,7-TEPEAPULCO,M,M
NAYARIT,MORENA,DIPUTADO FEDERAL MR,VILLALVAZO AMAYA MIRTHA ILIANA,GUERRERO BENITEZ ANABEL MARGARITA,3-COMPOSTELA,M,M
HIDALGO,ENCUENTRO SOCIAL ,DIPUTADO FEDERAL MR,PEREZ RAMIREZ JESUS,OLIVARES NOCHEBUENA MELCHOR,1-HUEJUTLA DE REYES,H,H
HIDALGO,ENCUENTRO SOCIAL ,DIPUTADO FEDERAL MR,ANGELES RAYGADAS JAVIER,ANGELES AVILA MANUEL,2-IXMIQUILPAN,H,H
HIDALGO,ENCUENTRO SOCIAL ,DIPUTADO FEDERAL MR,HOUGHTON HERNANDEZ CARLYNN,GUTIERREZ ALDANA ALEKSANDRA,3-ACTOPAN,M,M
HIDALGO,ENCUENTRO SOCIAL ,DIPUTADO FEDERAL MR,VALDESPINO ZUBIETA ERICK,ESPINOSA MONTESSORO EDGAR,4-TULANCINGO DE BRAVO,H,H
HIDALGO,ENCUENTRO SOCIAL ,DIPUTADO FEDERAL MR,GOMEZ FLORA SILVIA LUCINA,MENDOZA CONTRERAS CLAUDIA,5-TULA DE ALLENDE,M,M
HIDALGO,ENCUENTRO SOCIAL ,DIPUTADO FEDERAL MR,HERNANDEZ GARRIDO EDWIN,GARCIA RIVERA FELIPE DE JESUS,6-PACHUCA DE SOTO,H,H
HIDALGO,ENCUENTRO SOCIAL ,DIPUTADO FEDERAL MR,AMBRIZ ANGELES KARINA MELANY,HERNANDEZ CORTES LAILA VIRIDIANA,7-TEPEAPULCO,M,M
NAYARIT,ENCUENTRO SOCIAL ,DIPUTADO FEDERAL MR,HUIZAR PEREZ ANALINE ELIZABETH,LOPEZ  SONIA PATRICIA,3-COMPOSTELA,M,M
AGUASCALIENTES,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,CALDERON ZAMARRIPA RAFAEL,MARTINEZ RODRIGUEZ ANTONIO ALBERTO,1-JESUS MARIA,H,H
AGUASCALIENTES,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,TORRES DIAZ ELBA LORENA,HERNANDEZ MUÑOZ HAYDEE,2-AGUASCALIENTES,M,M
AGUASCALIENTES,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ARELLANO GOURCY DULCE MARGARITA,CRUZ PIÑA MA DEL REFUGIO,3-AGUASCALIENTES,M,M
BAJA CALIFORNIA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MINOR MORA JESUS SALVADOR,MELENDREZ ESPINOZA JUAN,1-MEXICALI,H,H
BAJA CALIFORNIA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,AVILA OLMEDA MARINA DEL PILAR,NORIEGA GALAZ MARTHA LIZETH,2-MEXICALI,M,M
BAJA CALIFORNIA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,REYES LEDESMA ARMANDO,DUNN FITCH CHRISTIAN HIRAM,3-ENSENADA,H,H
BAJA CALIFORNIA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ANDAZOLA GOMEZ SOCORRO IRMA,LARA GUZMAN CARLOTA,4-TIJUANA,M,M
BAJA CALIFORNIA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MORENO GIL MARIO ISMAEL,ALGORRI FRANCO LUIS JAVIER,5-TIJUANA,H,H
BAJA CALIFORNIA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,CASTAÑEDA POMPOSO JAVIER JULIAN,AREIZAGA URIBE ERWIN JORGE,6-TIJUANA,H,H
BAJA CALIFORNIA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MORALES ELVIRA ERIK ISAAC,TERAN CORELLA ARMANDO,7-MEXICALI,H,H
BAJA CALIFORNIA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,CRUZ APARICIO HECTOR RENE,RIVAS AISPURO ALFREDO,8-TIJUANA,H,H
BAJA CALIFORNIA SUR,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,GARCIA GRANDE ANA RUTH,JIMENEZ ESPINOZA YOLANDA,1-LA PAZ,M,M
BAJA CALIFORNIA SUR,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,PORRAS DOMINGUEZ ALFREDO,CESEÑA SANDOVAL MARCO ANTONIO,2-SAN JOSE DEL CABO,H,H
CAMPECHE,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MARTÍNEZ AKE CARLOS ENRIQUE,GOMEZ VARGAS DANIEL JESUS,1-SAN FRANCISCO DE CAMPECHE,H,H
CAMPECHE,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,BUENFIL DIAZ IRASEMA DEL CARMEN,KURI GARCIA AZALIA DEL CARMEN,2-CIUDAD DEL CARMEN,M,M
CHIAPAS,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,OBRADOR NARVAEZ MANUELA DEL CARMEN,ARCOS SANCHEZ REBECA,1-PALENQUE,M,M
CHIAPAS,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,VALDEZ WENDO ANTONIO,MONJARAS LEON DAVID ANTONIO,2-BOCHIL,H,H
CHIAPAS,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,VAZQUEZ VAZQUEZ ALFREDO,TORRES HERNANDEZ MANUEL,3-OCOSINGO,H,H
CHIAPAS,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,RABELO VELASCO ROQUE LUIS,CASTAÑON REYES FIDENCIO,4-PICHUCALCO,H,H
CHIAPAS,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,DEKKER GOMEZ CLEMENTINA MARTA,GONZALEZ PEREZ FLOR DE MARIA,5-SAN CRISTOBAL DE LAS CASAS,M,M
CHIAPAS,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ROBLEDO ABURTO ZOE ALEJANDRO,BONIFAZ MOEDANO RAUL EDUARDO,6-TUXTLA GUTIERREZ,H,H
CHIAPAS,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,PRADO DE LOS SANTOS MIGUEL,MOGUEL RINCON GONZALO DE JESUS,7-TONALA,H,H
CHIAPAS,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,JIMENEZ PEREZ MARIA ROSELIA,AREVALO FLORES SONIA EDITH,8-COMITAN DE DOMINGUEZ,M,M
CHIAPAS,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,AGUILAR MOLINA LETICIA ARLETT,GARCIA ALBORES LILIANA,9-TUXTLA GUTIERREZ,M,M
CHIAPAS,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,FARRERA ESPONDA JUAN ENRIQUE,CHANONA BORGES ALVARO,10-VILLAFLORES,H,H
CHIAPAS,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MARTINEZ DOMINGUEZ YANET,HERNANDEZ MENDEZ MARIA MAGDALENA,11-LAS MARGARITAS,M,M
CHIAPAS,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ELORZA FLORES JOSE LUIS,DE SANCRISTOBAL LEON JOSE ALBERTO,12-TAPACHULA,H,H
CHIAPAS,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ROBLERO GORDILLO MARICRUZ,MEJIA RODRIGUEZ GLADYS,13-HUEHUETAN,M,M
CHIHUAHUA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MEJIA CRUZ MARIA ESTHER,GUZMAN ARGUETA ELIZABETH,1-JUAREZ,M,M
CHIHUAHUA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,VARGAS MERAZ TERESITA DE JESUS,ROMERO CHAVEZ YALIA NAHARAI,2-JUAREZ,M,M
CHIHUAHUA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,LASTRA MUÑOZ CLAUDIA ELENA,CABRERA FERNANDEZ DANIELA BEATRIZ,3-JUAREZ,M,M
CHIHUAHUA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,GARCIA SOTO ULISES,PEÑA IBARBOL CESAR OMAR,4-JUAREZ,H,H
CHIHUAHUA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,CHAVEZ VALLES ROSARIO GUADALUPE,GANDARILLA COLLAZO CECILIA,5-DELICIAS,M,M
CHIHUAHUA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,GOMEZ BRENES MARCELINO,QUIROZ ALVAREZ CARLOS,6-CHIHUAHUA,H,H
CHIHUAHUA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,RODRIGUEZ GOMEZ ERACLIO,DOMINGUEZ PRADO LUIS ARMANDO,7-CUAUHTEMOC,H,H
CHIHUAHUA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,AGUILAR GIL AMERICA VICTORIA,NEVAREZ CHAVEZ MARIA DEL ROSARIO,8-CHIHUAHUA,M,M
CHIHUAHUA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ROJO ALMARAZ MARIA ELENA,TERRAZAS LOPEZ KARMINA VANESSA,9-HIDALGO DEL PARRAL,M,M
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,DEL CASTILLO IBARRA ERIKA VANESSA,BUSTAMANTE MARTINEZ VERONICA,1-GUSTAVO A. MADERO,M,M
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,GONZALEZ ESCOTO ARMANDO,CALVA HERNANDEZ JUAN JAVIER,2-GUSTAVO A. MADERO,H,H
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,JAUREGUI MONTES DE OCA MIGUEL ANGEL,VALLEJO RODRIGUEZ GERARDO,3-AZCAPOTZALCO,H,H
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,FERNANDEZ NOROÑA JOSE GERARDO RODOLFO,VARGAS CORTEZ BALFRE,4-IZTAPALAPA,H,H
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,LOPEZ RAYON CLAUDIA,ROMERO MARTINEZ GABRIELA,5-TLALPAN,M,M
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MAYER BRETON SERGIO,BERNACHE DOMINGUEZ OSCAR,6-LA MAGDALENA CONTRERAS,H,H
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ROJAS MARTÍNEZ BEATRIZ,MONTES CASILLAS ERIKA NAYAT,7-GUSTAVO A. MADERO,M,M
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ROSETE SANCHEZ MARIA DE JESUS,MONTAÑO COVARRUBIAS ELOISA MICAELA,8-CUAUHTEMOC,M,M
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ESPINOSA DE LOS MONTEROS GARCIA ADRIANA MARIA GUADALUPE,SANTOS ROJO MARIELA,9-TLAHUAC,M,M
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,HIDALGO PONCE JAVIER ARIEL,REYES AMEZAGA LUIS DANIEL,10-MIGUEL HIDALGO,H,H
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,BARRERA BADILLO ROCIO,GARCIA FLORES MARIA MARTHA,11-VENUSTIANO CARRANZA,M,M
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,PADIERNA LUNA MARIA DE LOS DOLORES,NAVARRO PEREZ MONTSERRAT,12-CUAUHTEMOC,M,M
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,DELGADO CARRILLO MARIO MARTIN,GUTIERREZ CAMACHO OSCAR EUGENIO,13-IZTACALCO,H,H
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,RAMIREZ CUELLAR ALFONSO,AGUIRRE VALENCIANA JAVIER URIEL,14-TLALPAN,H,H
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,CRUZ ANTILLON AUSENCIO,PENICHE GARCIA GONZALO,15-BENITO JUAREZ,H,H
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,VILLAVICENCIO AYALA SILVIA LORENA,TORRES SAN JUAN ALICIA,16-ALVARO OBREGON,M,M
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,SALDIVAR CAMACHO FRANCISCO JAVIER,AMADOR NAVARRO ANDRES,17-CUAJIMALPA DE MORELOS,H,H
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,RODRIGUEZ RUIZ ANA MARIA,ROJAS MARTINEZ MARIA DEL ROSARIO,18-IZTAPALAPA,M,M
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ALAVEZ RUIZ ALEIDA,CANCELADO,19-IZTAPALAPA,M,M
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ROJO PIMENTEL ANA KARINA,FLORES GARCIA MARIBEL,20-IZTAPALAPA,M,M
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,MORALES MIRANDA FLOR IVONE,ANDIFFRED FERNANDEZ KAREN IVETTE,21-XOCHIMILCO,M,M
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,VARELA LOPEZ VICTOR GABRIEL,MONTES VILLALBA SALVADOR,22-IZTAPALAPA,H,H
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,GÓMEZ ALVAREZ PABLO,LUNA ALMEIDA SANDINO,23-COYOACAN,H,H
CIUDAD DE MEXICO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,RAMOS SOTELO GUADALUPE,RAMIREZ RAMIREZ LUCERO,24-COYOACAN,M,M
COAHUILA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ANDRADE ELIZALDE CLAUDIA,MTANOUS CASTAÑO LAYLA YAMILLE,1-PIEDRAS NEGRAS,M,M
COAHUILA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,BORREGO ADAME FRANCISCO JAVIER,VALDES FLORES JORGE ARTURO,2-SAN PEDRO,H,H
COAHUILA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,FARIAS ZAMBRANO MELBA NELIA,LEDESMA MESTA ANGELICA,3-MONCLOVA,M,M
COAHUILA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,DEL BOSQUE DE LA PEÑA JESUS ARTURO,MARTINEZ JAIME GILBERTO,4-SALTILLO,H,H
COAHUILA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,PEREZ DENA MA DEL ROSARIO,PAZARAN GALICIA ROSA MARIA OSIRIS,5-TORREON,M,M
COAHUILA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,PEREZ HERNANDEZ JOSE ANGEL,PUENTES BALDERAS JESUS GERARDO,6-TORREON,H,H
COAHUILA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ALVARADO ESTRADA MARIA DEL ROSARIO,GARCIA VARGAS FABIOLA LIZETH,7-SALTILLO,M,M
COLIMA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,YAÑEZ CENTENO Y CABRERA CLAUDIA VALERIA,RIZZO GARCIA SARA,1-COLIMA,M,M
COLIMA,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,VIZCAINO SILVA INDIRA,BAYARDO CABRERA ROSA MARIA,2-MANZANILLO,M,M
DURANGO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,GARCIA VIDAÑA MARTHA OLIVIA,SARMIENTO GUEVARA MARIA ERNESTINA,1-VICTORIA DE DURANGO,M,M
DURANGO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,VITELA RODRIGUEZ ALMA MARINA,MONTES HERNANDEZ MARIA DE LOURDES,2-GOMEZ PALACIO,M,M
DURANGO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,AGUILERA CHAIREZ MARIBEL,ARREOLA MARTINEZ MARTHA ALICIA,3-GUADALUPE VICTORIA,M,M
DURANGO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ORTEGA NAJERA HILDA PATRICIA,HERRERA ROMERO LIDIA BEATRIZ,4-VICTORIA DE DURANGO,M,M
GUANAJUATO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,GARCIA MONJARAS MA ARISBETH,CARRANZA ALVAREZ SUSANA JAZMIN,1-SAN LUIS DE LA PAZ,M,M
GUANAJUATO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,OLVERA AVILA CARLOS RICARDO,HERNANDEZ TAPIA JUAN MANUEL,2-SAN MIGUEL DE ALLENDE,H,H
GUANAJUATO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,OROZCO CORDOVA ALIX BERENICE,ZAPIAIN ASCENCIO ANA PATRICIA,3-LEON,M,M
GUANAJUATO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,OLGUIN CARRILLO ANGELICA,CARDENAS ARMENTA MARIA VERONICA,4-GUANAJUATO,M,M
GUANAJUATO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,ROBLES GONZALEZ MARIA DEL CARMEN,HIDALGO GALVAN JESSICA BELEM,5-LEON,M,M
GUANAJUATO,JUNTOS HAREMOS HISTORIA,DIPUTADO FEDERAL MR,CABRERA MORON OSCAR ANTONIO,MARTINEZ RIOS JULIO CESAR,6-LEON,H,H
